epoch,train_loss,train_acc,val_loss,val_acc,val_kappa,val_macro_f1,val_f1_W,val_f1_N1,val_f1_N2,val_f1_N3,val_f1_REM
1,0.06586845269810561,0.5897716987962711,0.05602280336334473,0.540726424293077,0.42929299986304337,0.5413150841073044,0.5395484449760766,0.19089351539380095,0.45807236658431616,0.798347299567804,0.7197137940145245
2,0.0408652840104301,0.7327212869942982,0.043415330649294016,0.7094581418024795,0.6078847226966271,0.6477982368890166,0.6688109881989872,0.2839965883796884,0.7302408107134956,0.7420593896299285,0.8138834075229835
3,0.03469243663874716,0.7671565300027152,0.0398411218402304,0.7304011700793982,0.628785953174324,0.6677855861755384,0.6504382214621633,0.30197363832903273,0.7679823492226138,0.8149124734490588,0.8036212484148232
4,0.03213728933933715,0.776963978640601,0.05028437396042077,0.6797569299345313,0.566527975146372,0.6378345759815013,0.6467846729572744,0.23005540729100343,0.7131777121007197,0.78757725806261,0.811577829495899
5,0.029010644090517915,0.7943693999456964,0.07631199971943584,0.589476250174119,0.45804912179250323,0.5325701327898946,0.6842526560908164,0.18507283825787366,0.7578795638659387,0.8528440914027727,0.1828015143320714
6,0.027314515931553533,0.8014413069056023,0.06066997793557202,0.6102625713887728,0.4800684718002144,0.5896229826410859,0.6653650488106696,0.24088404100396904,0.592249655504873,0.7311065736923887,0.7185095941935294
7,0.025727458382159382,0.8080403203909856,0.04168465307602761,0.7417293494915727,0.6468720545753303,0.6831799357240982,0.6946561203819813,0.3066595158396982,0.7696293830915778,0.8368836071729401,0.8080710521342935
8,0.02452939636489473,0.8108765499140194,0.04498591482782533,0.6849317453684357,0.5829467111299507,0.6536059432416095,0.7256621210413614,0.24162558171681334,0.6668222075830772,0.8424577907187577,0.7914620151480376
9,0.023462479692857745,0.8195571997465834,0.043664725885772825,0.7535694386404792,0.6614663795501079,0.6816671469586632,0.6613937224211139,0.3407995832790728,0.7809720383536846,0.7871638986866126,0.8380064920528318
10,0.022800838086726772,0.8218232419223459,0.04392140544873125,0.7567244741607466,0.6633181821341017,0.6751609481942266,0.5766129032258065,0.323885501414539,0.8023551265737328,0.8377255426097568,0.8352256671472977
11,0.022742981565021286,0.8212157208797176,0.05814155507669307,0.6258671124111993,0.5154021384561774,0.609836392662827,0.6822895777230276,0.2089777925855684,0.6248811387967698,0.8154353485681226,0.7175981056406466
12,0.02402539684773786,0.8115315865689202,0.04563115602549877,0.7088939963783256,0.6134907283368516,0.6540114282322806,0.6471931862175765,0.2440876195399328,0.7294093702574631,0.8183481048463134,0.8310188603001173
13,0.02300307923635079,0.8200085980631732,0.04502202129723933,0.7014312578353531,0.5958693361251264,0.6637612055043298,0.7079335116144932,0.27929852003369027,0.7129425111514099,0.8162693486110004,0.8023621361110552
14,0.0211269378307079,0.8317551362114218,0.05286500975022593,0.6946057946789247,0.5951307672730198,0.6315089099255966,0.6383047673916175,0.24930181867720183,0.6884301266220854,0.8090886364267659,0.7724192005103125
