latency_s,history_s,n_seconds,accuracy,kappa,macro_f1,f1_W,f1_N1,f1_N2,f1_N3,f1_REM
0,240,194923,0.7592,0.6791,0.7101,0.9023,0.4372,0.7715,0.6889,0.7508
1,239,194923,0.7601,0.6803,0.7098,0.9048,0.4370,0.7704,0.6860,0.7510
2,238,194923,0.7616,0.6822,0.7109,0.9055,0.4392,0.7723,0.6867,0.7509
3,237,194923,0.7613,0.6819,0.7105,0.9062,0.4393,0.7710,0.6851,0.7509
4,236,194923,0.7610,0.6815,0.7113,0.9041,0.4412,0.7725,0.6876,0.7513
5,235,194923,0.7613,0.6820,0.7114,0.9053,0.4418,0.7718,0.6861,0.7519
6,234,194923,0.7621,0.6829,0.7119,0.9057,0.4434,0.7729,0.6857,0.7519
7,233,194923,0.7622,0.6831,0.7120,0.9059,0.4448,0.7724,0.6848,0.7522
8,232,194923,0.7632,0.6844,0.7124,0.9069,0.4444,0.7735,0.6846,0.7528
9,231,194923,0.7637,0.6850,0.7124,0.9079,0.4453,0.7730,0.6830,0.7530
10,230,194923,0.7649,0.6865,0.7136,0.9080,0.4467,0.7754,0.6856,0.7526
11,229,194923,0.7650,0.6867,0.7136,0.9086,0.4468,0.7747,0.6846,0.7532
12,228,194923,0.7654,0.6872,0.7139,0.9087,0.4477,0.7755,0.6846,0.7529
13,227,194923,0.7654,0.6872,0.7138,0.9091,0.4487,0.7747,0.6833,0.7532
14,226,194923,0.7654,0.6871,0.7138,0.9087,0.4481,0.7754,0.6841,0.7526
15,225,194923,0.7653,0.6871,0.7137,0.9088,0.4486,0.7749,0.6834,0.7528
16,224,194923,0.7655,0.6873,0.7140,0.9088,0.4480,0.7752,0.6851,0.7529
17,223,194923,0.7651,0.6868,0.7136,0.9085,0.4481,0.7745,0.6834,0.7534
18,222,194923,0.7647,0.6863,0.7131,0.9084,0.4471,0.7741,0.6831,0.7528
19,221,194923,0.7651,0.6867,0.7136,0.9084,0.4489,0.7743,0.6825,0.7536
20,220,194923,0.7649,0.6865,0.7134,0.9084,0.4478,0.7742,0.6831,0.7534
21,219,194923,0.7646,0.6861,0.7131,0.9082,0.4484,0.7733,0.6821,0.7533
22,218,194923,0.7642,0.6857,0.7128,0.9082,0.4475,0.7725,0.6814,0.7541
23,217,194923,0.7644,0.6858,0.7129,0.9084,0.4478,0.7726,0.6813,0.7542
24,216,194923,0.7636,0.6847,0.7119,0.9078,0.4471,0.7717,0.6804,0.7526
25,215,194923,0.7637,0.6849,0.7120,0.9081,0.4478,0.7713,0.6791,0.7538
26,214,194923,0.7630,0.6840,0.7113,0.9072,0.4461,0.7711,0.6787,0.7534
27,213,194923,0.7630,0.6840,0.7113,0.9072,0.4459,0.7711,0.6786,0.7536
28,212,194923,0.7625,0.6833,0.7106,0.9068,0.4460,0.7704,0.6764,0.7534
29,211,194923,0.7621,0.6828,0.7100,0.9071,0.4453,0.7696,0.6752,0.7530
30,210,194923,0.7658,0.6878,0.7140,0.9102,0.4445,0.7737,0.6804,0.7612
31,209,194923,0.7667,0.6888,0.7146,0.9110,0.4453,0.7744,0.6810,0.7615
32,208,194923,0.7674,0.6899,0.7156,0.9110,0.4473,0.7758,0.6825,0.7617
33,207,194923,0.7682,0.6908,0.7164,0.9115,0.4498,0.7763,0.6833,0.7614
34,206,194923,0.7685,0.6913,0.7169,0.9114,0.4499,0.7770,0.6848,0.7616
35,205,194923,0.7696,0.6927,0.7180,0.9119,0.4521,0.7784,0.6857,0.7617
36,204,194923,0.7700,0.6932,0.7184,0.9122,0.4538,0.7787,0.6861,0.7612
37,203,194923,0.7704,0.6937,0.7187,0.9127,0.4547,0.7791,0.6859,0.7611
38,202,194923,0.7712,0.6947,0.7196,0.9127,0.4566,0.7798,0.6868,0.7622
39,201,194923,0.7715,0.6952,0.7201,0.9126,0.4576,0.7805,0.6878,0.7620
40,200,194923,0.7718,0.6956,0.7205,0.9126,0.4577,0.7811,0.6890,0.7620
41,199,194923,0.7724,0.6964,0.7211,0.9128,0.4600,0.7816,0.6888,0.7624
42,198,194923,0.7722,0.6961,0.7208,0.9130,0.4599,0.7809,0.6882,0.7620
43,197,194923,0.7725,0.6966,0.7213,0.9130,0.4608,0.7817,0.6885,0.7623
44,196,194923,0.7723,0.6963,0.7210,0.9128,0.4607,0.7814,0.6881,0.7621
45,195,194923,0.7728,0.6969,0.7216,0.9133,0.4612,0.7816,0.6891,0.7627
46,194,194923,0.7723,0.6963,0.7212,0.9131,0.4607,0.7808,0.6891,0.7622
47,193,194923,0.7728,0.6970,0.7217,0.9128,0.4618,0.7820,0.6891,0.7625
48,192,194923,0.7720,0.6958,0.7208,0.9124,0.4606,0.7809,0.6880,0.7620
49,191,194923,0.7725,0.6965,0.7213,0.9125,0.4623,0.7816,0.6881,0.7621
50,190,194923,0.7719,0.6957,0.7207,0.9127,0.4613,0.7804,0.6870,0.7621
51,189,194923,0.7719,0.6957,0.7208,0.9122,0.4604,0.7807,0.6887,0.7622
52,188,194923,0.7716,0.6952,0.7203,0.9123,0.4602,0.7799,0.6865,0.7625
53,187,194923,0.7718,0.6955,0.7205,0.9120,0.4607,0.7805,0.6868,0.7627
54,186,194923,0.7713,0.6949,0.7199,0.9117,0.4610,0.7800,0.6852,0.7619
55,185,194923,0.7709,0.6943,0.7195,0.9115,0.4596,0.7790,0.6846,0.7629
56,184,194923,0.7703,0.6936,0.7190,0.9113,0.4593,0.7781,0.6833,0.7628
57,183,194923,0.7696,0.6927,0.7181,0.9109,0.4585,0.7775,0.6819,0.7620
58,182,194923,0.7690,0.6919,0.7175,0.9106,0.4584,0.7765,0.6802,0.7617
59,181,194923,0.7688,0.6916,0.7172,0.9105,0.4574,0.7762,0.6795,0.7624
60,180,194923,0.7689,0.6917,0.7167,0.9119,0.4483,0.7767,0.6818,0.7648
61,179,194923,0.7700,0.6933,0.7183,0.9124,0.4520,0.7774,0.6832,0.7666
62,178,194923,0.7703,0.6936,0.7186,0.9124,0.4527,0.7781,0.6840,0.7659
63,177,194923,0.7710,0.6946,0.7195,0.9131,0.4556,0.7783,0.6843,0.7662
64,176,194923,0.7713,0.6949,0.7197,0.9133,0.4548,0.7790,0.6857,0.7656
65,175,194923,0.7727,0.6968,0.7214,0.9137,0.4586,0.7807,0.6873,0.7667
66,174,194923,0.7729,0.6970,0.7214,0.9141,0.4585,0.7810,0.6877,0.7659
67,173,194923,0.7735,0.6978,0.7222,0.9143,0.4597,0.7814,0.6887,0.7666
68,172,194923,0.7743,0.6988,0.7230,0.9145,0.4617,0.7825,0.6889,0.7673
69,171,194923,0.7753,0.7003,0.7243,0.9147,0.4652,0.7838,0.6903,0.7675
70,170,194923,0.7745,0.6991,0.7231,0.9147,0.4623,0.7830,0.6893,0.7661
71,169,194923,0.7761,0.7012,0.7250,0.9153,0.4666,0.7844,0.6916,0.7671
72,168,194923,0.7756,0.7006,0.7244,0.9150,0.4655,0.7839,0.6904,0.7673
73,167,194923,0.7758,0.7009,0.7247,0.9151,0.4668,0.7843,0.6905,0.7666
74,166,194923,0.7752,0.7000,0.7239,0.9148,0.4654,0.7836,0.6894,0.7663
75,165,194923,0.7762,0.7014,0.7252,0.9151,0.4681,0.7846,0.6911,0.7670
76,164,194923,0.7759,0.7010,0.7248,0.9152,0.4681,0.7838,0.6900,0.7670
77,163,194923,0.7760,0.7012,0.7251,0.9149,0.4690,0.7843,0.6906,0.7669
78,162,194923,0.7757,0.7008,0.7248,0.9145,0.4691,0.7839,0.6894,0.7668
79,161,194923,0.7755,0.7005,0.7246,0.9146,0.4675,0.7836,0.6897,0.7674
80,160,194923,0.7754,0.7004,0.7245,0.9142,0.4686,0.7836,0.6891,0.7670
81,159,194923,0.7755,0.7004,0.7245,0.9142,0.4692,0.7834,0.6883,0.7674
82,158,194923,0.7747,0.6995,0.7238,0.9137,0.4678,0.7827,0.6881,0.7669
83,157,194923,0.7752,0.7000,0.7242,0.9136,0.4678,0.7834,0.6889,0.7674
84,156,194923,0.7744,0.6990,0.7233,0.9133,0.4666,0.7827,0.6872,0.7667
85,155,194923,0.7740,0.6985,0.7230,0.9131,0.4665,0.7818,0.6864,0.7670
86,154,194923,0.7738,0.6982,0.7228,0.9130,0.4666,0.7817,0.6859,0.7666
87,153,194923,0.7736,0.6979,0.7224,0.9125,0.4671,0.7816,0.6844,0.7663
88,152,194923,0.7725,0.6964,0.7212,0.9122,0.4655,0.7802,0.6824,0.7657
89,151,194923,0.7723,0.6962,0.7209,0.9124,0.4646,0.7797,0.6822,0.7657
90,150,194923,0.7688,0.6915,0.7166,0.9117,0.4480,0.7762,0.6822,0.7649
91,149,194923,0.7701,0.6932,0.7182,0.9123,0.4519,0.7776,0.6844,0.7650
92,148,194923,0.7703,0.6936,0.7185,0.9125,0.4528,0.7779,0.6846,0.7650
93,147,194923,0.7711,0.6946,0.7194,0.9129,0.4545,0.7785,0.6854,0.7656
94,146,194923,0.7718,0.6956,0.7202,0.9136,0.4551,0.7793,0.6863,0.7665
95,145,194923,0.7728,0.6968,0.7212,0.9138,0.4574,0.7806,0.6879,0.7666
96,144,194923,0.7734,0.6976,0.7219,0.9140,0.4581,0.7815,0.6885,0.7672
97,143,194923,0.7738,0.6981,0.7226,0.9141,0.4599,0.7816,0.6901,0.7672
98,142,194923,0.7745,0.6991,0.7233,0.9146,0.4619,0.7823,0.6893,0.7682
99,141,194923,0.7751,0.6999,0.7241,0.9146,0.4645,0.7834,0.6908,0.7672
100,140,194923,0.7752,0.7001,0.7241,0.9149,0.4637,0.7832,0.6907,0.7681
101,139,194923,0.7757,0.7008,0.7249,0.9149,0.4661,0.7836,0.6913,0.7687
102,138,194923,0.7756,0.7006,0.7245,0.9150,0.4664,0.7833,0.6900,0.7681
103,137,194923,0.7764,0.7017,0.7256,0.9153,0.4688,0.7843,0.6914,0.7682
104,136,194923,0.7759,0.7011,0.7250,0.9148,0.4675,0.7839,0.6907,0.7681
105,135,194923,0.7765,0.7019,0.7257,0.9153,0.4704,0.7844,0.6901,0.7684
106,134,194923,0.7764,0.7016,0.7255,0.9154,0.4693,0.7838,0.6900,0.7689
107,133,194923,0.7768,0.7022,0.7260,0.9150,0.4714,0.7848,0.6905,0.7684
108,132,194923,0.7767,0.7020,0.7258,0.9151,0.4711,0.7843,0.6900,0.7685
109,131,194923,0.7767,0.7021,0.7259,0.9148,0.4711,0.7846,0.6896,0.7693
110,130,194923,0.7762,0.7014,0.7252,0.9148,0.4703,0.7838,0.6886,0.7687
111,129,194923,0.7764,0.7017,0.7256,0.9144,0.4720,0.7842,0.6885,0.7690
112,128,194923,0.7755,0.7005,0.7247,0.9144,0.4698,0.7827,0.6878,0.7687
113,127,194923,0.7757,0.7007,0.7248,0.9144,0.4691,0.7830,0.6889,0.7687
114,126,194923,0.7752,0.7001,0.7243,0.9139,0.4690,0.7826,0.6875,0.7688
115,125,194923,0.7753,0.7002,0.7245,0.9140,0.4697,0.7824,0.6872,0.7691
116,124,194923,0.7743,0.6989,0.7235,0.9135,0.4675,0.7813,0.6870,0.7680
117,123,194923,0.7742,0.6987,0.7232,0.9130,0.4685,0.7816,0.6853,0.7674
118,122,194923,0.7733,0.6976,0.7222,0.9129,0.4667,0.7802,0.6836,0.7675
119,121,194923,0.7732,0.6974,0.7220,0.9126,0.4661,0.7804,0.6837,0.7673
120,120,194923,0.7666,0.6886,0.7143,0.9108,0.4455,0.7729,0.6793,0.7629
121,119,194923,0.7675,0.6897,0.7152,0.9113,0.4473,0.7741,0.6806,0.7626
122,118,194923,0.7681,0.6906,0.7160,0.9113,0.4483,0.7751,0.6820,0.7633
123,117,194923,0.7691,0.6919,0.7172,0.9118,0.4516,0.7759,0.6824,0.7640
124,116,194923,0.7695,0.6926,0.7177,0.9122,0.4522,0.7763,0.6831,0.7647
125,115,194923,0.7704,0.6936,0.7187,0.9127,0.4534,0.7776,0.6856,0.7640
126,114,194923,0.7712,0.6948,0.7196,0.9130,0.4558,0.7785,0.6858,0.7649
127,113,194923,0.7717,0.6954,0.7203,0.9135,0.4574,0.7785,0.6867,0.7652
128,112,194923,0.7726,0.6966,0.7212,0.9137,0.4595,0.7797,0.6877,0.7654
129,111,194923,0.7731,0.6972,0.7217,0.9141,0.4607,0.7802,0.6884,0.7654
130,110,194923,0.7733,0.6976,0.7220,0.9144,0.4609,0.7804,0.6883,0.7660
131,109,194923,0.7732,0.6974,0.7220,0.9142,0.4610,0.7803,0.6889,0.7657
132,108,194923,0.7735,0.6979,0.7223,0.9146,0.4625,0.7804,0.6880,0.7659
133,107,194923,0.7738,0.6982,0.7226,0.9151,0.4639,0.7804,0.6887,0.7649
134,106,194923,0.7737,0.6982,0.7226,0.9148,0.4637,0.7804,0.6881,0.7660
135,105,194923,0.7740,0.6985,0.7228,0.9152,0.4646,0.7805,0.6881,0.7658
136,104,194923,0.7743,0.6989,0.7231,0.9152,0.4662,0.7808,0.6873,0.7661
137,103,194923,0.7745,0.6991,0.7234,0.9150,0.4668,0.7815,0.6883,0.7654
