latency_s,history_s,n_seconds,accuracy,kappa,macro_f1,f1_W,f1_N1,f1_N2,f1_N3,f1_REM
138,102,194923,0.7744,0.6991,0.7235,0.9151,0.4675,0.7809,0.6889,0.7655
139,101,194923,0.7740,0.6985,0.7229,0.9149,0.4662,0.7803,0.6873,0.7656
140,100,194923,0.7743,0.6989,0.7233,0.9146,0.4674,0.7810,0.6873,0.7664
141,99,194923,0.7740,0.6985,0.7231,0.9143,0.4675,0.7806,0.6865,0.7664
142,98,194923,0.7735,0.6979,0.7227,0.9143,0.4667,0.7792,0.6862,0.7670
143,97,194923,0.7740,0.6985,0.7230,0.9145,0.4673,0.7801,0.6865,0.7668
144,96,194923,0.7734,0.6977,0.7225,0.9138,0.4661,0.7798,0.6861,0.7667
145,95,194923,0.7727,0.6967,0.7215,0.9135,0.4648,0.7788,0.6844,0.7659
146,94,194923,0.7727,0.6968,0.7218,0.9134,0.4665,0.7783,0.6839,0.7665
147,93,194923,0.7720,0.6958,0.7208,0.9129,0.4640,0.7782,0.6834,0.7657
148,92,194923,0.7716,0.6953,0.7203,0.9129,0.4648,0.7772,0.6816,0.7652
149,91,194923,0.7716,0.6953,0.7204,0.9126,0.4652,0.7773,0.6812,0.7659
150,90,194923,0.7616,0.6820,0.7088,0.9091,0.4356,0.7671,0.6748,0.7572
151,89,194923,0.7623,0.6829,0.7095,0.9099,0.4371,0.7676,0.6758,0.7574
152,88,194923,0.7630,0.6837,0.7103,0.9100,0.4383,0.7683,0.6765,0.7582
153,87,194923,0.7638,0.6849,0.7113,0.9102,0.4408,0.7695,0.6777,0.7583
154,86,194923,0.7644,0.6857,0.7120,0.9106,0.4417,0.7702,0.6787,0.7589
155,85,194923,0.7647,0.6861,0.7123,0.9108,0.4425,0.7705,0.6797,0.7581
156,84,194923,0.7658,0.6876,0.7138,0.9112,0.4457,0.7715,0.6815,0.7591
157,83,194923,0.7665,0.6885,0.7146,0.9114,0.4473,0.7724,0.6821,0.7597
158,82,194923,0.7667,0.6888,0.7148,0.9114,0.4482,0.7728,0.6826,0.7590
159,81,194923,0.7679,0.6904,0.7161,0.9120,0.4514,0.7740,0.6836,0.7598
160,80,194923,0.7679,0.6904,0.7161,0.9123,0.4512,0.7738,0.6837,0.7595
161,79,194923,0.7686,0.6913,0.7171,0.9126,0.4529,0.7745,0.6855,0.7600
162,78,194923,0.7683,0.6909,0.7168,0.9124,0.4530,0.7741,0.6846,0.7599
163,77,194923,0.7687,0.6914,0.7172,0.9125,0.4544,0.7747,0.6846,0.7595
164,76,194923,0.7686,0.6913,0.7170,0.9124,0.4535,0.7746,0.6850,0.7596
165,75,194923,0.7692,0.6922,0.7177,0.9129,0.4549,0.7756,0.6862,0.7591
166,74,194923,0.7690,0.6919,0.7175,0.9129,0.4547,0.7747,0.6847,0.7604
167,73,194923,0.7694,0.6924,0.7180,0.9128,0.4562,0.7757,0.6852,0.7599
168,72,194923,0.7691,0.6921,0.7178,0.9126,0.4559,0.7754,0.6854,0.7596
169,71,194923,0.7693,0.6923,0.7178,0.9124,0.4562,0.7759,0.6850,0.7597
170,70,194923,0.7692,0.6922,0.7177,0.9125,0.4571,0.7753,0.6831,0.7604
171,69,194923,0.7691,0.6921,0.7177,0.9125,0.4572,0.7748,0.6831,0.7611
172,68,194923,0.7691,0.6921,0.7179,0.9123,0.4575,0.7749,0.6833,0.7614
173,67,194923,0.7685,0.6913,0.7171,0.9120,0.4555,0.7744,0.6829,0.7605
174,66,194923,0.7683,0.6910,0.7168,0.9118,0.4543,0.7742,0.6825,0.7612
175,65,194923,0.7678,0.6903,0.7161,0.9116,0.4537,0.7737,0.6810,0.7605
176,64,194923,0.7679,0.6904,0.7164,0.9116,0.4547,0.7735,0.6812,0.7607
177,63,194923,0.7674,0.6898,0.7158,0.9112,0.4553,0.7730,0.6794,0.7603
178,62,194923,0.7667,0.6888,0.7152,0.9105,0.4537,0.7722,0.6793,0.7602
179,61,194923,0.7663,0.6884,0.7147,0.9103,0.4536,0.7719,0.6777,0.7600
180,60,194923,0.7536,0.6714,0.6999,0.9059,0.4186,0.7585,0.6690,0.7474
181,59,194923,0.7542,0.6722,0.7006,0.9063,0.4202,0.7589,0.6701,0.7474
182,58,194923,0.7548,0.6730,0.7015,0.9065,0.4224,0.7594,0.6712,0.7479
183,57,194923,0.7554,0.6738,0.7021,0.9070,0.4241,0.7599,0.6713,0.7481
184,56,194923,0.7563,0.6750,0.7031,0.9072,0.4258,0.7613,0.6732,0.7482
185,55,194923,0.7569,0.6757,0.7038,0.9075,0.4263,0.7622,0.6749,0.7480
186,54,194923,0.7580,0.6772,0.7051,0.9082,0.4296,0.7631,0.6754,0.7493
187,53,194923,0.7581,0.6775,0.7054,0.9082,0.4303,0.7633,0.6760,0.7493
188,52,194923,0.7585,0.6779,0.7058,0.9082,0.4309,0.7638,0.6764,0.7497
189,51,194923,0.7593,0.6790,0.7066,0.9086,0.4331,0.7649,0.6772,0.7489
190,50,194923,0.7598,0.6797,0.7072,0.9088,0.4337,0.7654,0.6782,0.7501
191,49,194923,0.7602,0.6802,0.7077,0.9093,0.4350,0.7655,0.6785,0.7503
192,48,194923,0.7605,0.6807,0.7082,0.9094,0.4366,0.7656,0.6791,0.7501
193,47,194923,0.7610,0.6813,0.7085,0.9095,0.4370,0.7669,0.6794,0.7499
194,46,194923,0.7612,0.6815,0.7087,0.9099,0.4377,0.7665,0.6792,0.7504
195,45,194923,0.7612,0.6816,0.7088,0.9098,0.4375,0.7668,0.6796,0.7503
196,44,194923,0.7612,0.6816,0.7090,0.9098,0.4391,0.7664,0.6797,0.7500
197,43,194923,0.7620,0.6826,0.7098,0.9097,0.4393,0.7681,0.6810,0.7508
198,42,194923,0.7613,0.6816,0.7091,0.9092,0.4386,0.7670,0.6802,0.7503
199,41,194923,0.7620,0.6825,0.7098,0.9096,0.4404,0.7677,0.6803,0.7509
200,40,194923,0.7619,0.6825,0.7097,0.9095,0.4402,0.7676,0.6798,0.7516
201,39,194923,0.7613,0.6816,0.7091,0.9090,0.4396,0.7666,0.6787,0.7516
202,38,194923,0.7610,0.6814,0.7089,0.9090,0.4383,0.7666,0.6787,0.7518
203,37,194923,0.7612,0.6815,0.7090,0.9092,0.4398,0.7666,0.6787,0.7505
204,36,194923,0.7612,0.6815,0.7089,0.9089,0.4396,0.7668,0.6780,0.7511
205,35,194923,0.7606,0.6808,0.7083,0.9087,0.4395,0.7659,0.6772,0.7504
206,34,194923,0.7599,0.6798,0.7076,0.9083,0.4381,0.7649,0.6756,0.7511
207,33,194923,0.7597,0.6795,0.7074,0.9081,0.4389,0.7642,0.6747,0.7509
208,32,194923,0.7591,0.6787,0.7065,0.9077,0.4367,0.7640,0.6737,0.7504
209,31,194923,0.7590,0.6786,0.7065,0.9076,0.4377,0.7640,0.6733,0.7500
210,30,194923,0.7434,0.6578,0.6884,0.9011,0.3973,0.7481,0.6614,0.7342
211,29,194923,0.7442,0.6589,0.6894,0.9013,0.3998,0.7492,0.6627,0.7341
212,28,194923,0.7445,0.6593,0.6897,0.9015,0.3997,0.7497,0.6636,0.7342
213,27,194923,0.7453,0.6603,0.6906,0.9023,0.4027,0.7502,0.6638,0.7342
214,26,194923,0.7457,0.6609,0.6912,0.9026,0.4034,0.7506,0.6646,0.7348
215,25,194923,0.7466,0.6620,0.6921,0.9026,0.4048,0.7522,0.6661,0.7348
216,24,194923,0.7472,0.6629,0.6930,0.9031,0.4071,0.7526,0.6672,0.7350
217,23,194923,0.7469,0.6626,0.6928,0.9033,0.4072,0.7519,0.6671,0.7344
218,22,194923,0.7473,0.6631,0.6931,0.9032,0.4070,0.7528,0.6678,0.7347
219,21,194923,0.7484,0.6644,0.6942,0.9040,0.4098,0.7534,0.6685,0.7355
220,20,194923,0.7482,0.6642,0.6940,0.9038,0.4087,0.7535,0.6686,0.7355
221,19,194923,0.7491,0.6654,0.6952,0.9044,0.4110,0.7542,0.6699,0.7365
222,18,194923,0.7490,0.6653,0.6951,0.9042,0.4106,0.7543,0.6707,0.7358
223,17,194923,0.7491,0.6655,0.6953,0.9045,0.4115,0.7545,0.6706,0.7353
224,16,194923,0.7496,0.6662,0.6957,0.9047,0.4124,0.7550,0.6704,0.7360
225,15,194923,0.7495,0.6660,0.6958,0.9046,0.4126,0.7544,0.6707,0.7364
226,14,194923,0.7500,0.6667,0.6964,0.9051,0.4130,0.7550,0.6717,0.7373
227,13,194923,0.7498,0.6664,0.6962,0.9045,0.4127,0.7555,0.6720,0.7362
228,12,194923,0.7499,0.6664,0.6961,0.9043,0.4116,0.7559,0.6724,0.7362
229,11,194923,0.7504,0.6671,0.6970,0.9041,0.4136,0.7565,0.6735,0.7371
230,10,194923,0.7502,0.6667,0.6965,0.9037,0.4096,0.7575,0.6759,0.7359
231,9,194923,0.7496,0.6660,0.6959,0.9033,0.4091,0.7565,0.6744,0.7363
232,8,194923,0.7472,0.6632,0.6944,0.9030,0.4105,0.7522,0.6702,0.7362
233,7,194923,0.7468,0.6627,0.6938,0.9028,0.4086,0.7519,0.6702,0.7357
234,6,194923,0.7471,0.6629,0.6939,0.9027,0.4081,0.7526,0.6708,0.7353
235,5,194923,0.7466,0.6622,0.6934,0.9021,0.4064,0.7526,0.6713,0.7346
236,4,194923,0.7469,0.6625,0.6926,0.9021,0.4053,0.7528,0.6666,0.7359
237,3,194923,0.7463,0.6617,0.6921,0.9011,0.4048,0.7526,0.6665,0.7354
238,2,194923,0.7456,0.6606,0.6912,0.9007,0.4016,0.7522,0.6657,0.7356
239,1,194923,0.7438,0.6583,0.6901,0.8990,0.3991,0.7511,0.6678,0.7333
