epoch,train_loss,train_acc,val_loss,val_acc,val_kappa,val_macro_f1,val_f1_W,val_f1_N1,val_f1_N2,val_f1_N3,val_f1_REM
1,0.06218046879905006,0.6433765573353674,0.05925467947909978,0.6706696657157487,0.5689530244979255,0.614336529901532,0.7389197307053729,0.2602690367523421,0.7956007197226435,0.7558592707276707,0.5210338915996308
2,0.04539042381427141,0.7280547860880271,0.04688138735151772,0.7778637261356155,0.6975627749870106,0.7007641670438314,0.8340604467805519,0.2711585392268704,0.8520822115340738,0.824647905567021,0.7218717321106399
3,0.04203621044487576,0.7416656630133687,0.05045315277649694,0.6970247238680418,0.5997153972409677,0.6587741199149719,0.7356358532625148,0.35364766839378237,0.8588589260348742,0.8325748005606798,0.5131533513230084
4,0.03986677939574086,0.7517035341978133,0.0419604907748129,0.7497147245995173,0.6676305806593417,0.7038121301302007,0.800129061334863,0.430032292787944,0.8280865119056505,0.7273246597449337,0.7334881248776121
5,0.038640845857874404,0.7554852998246953,0.04020923989699671,0.7538073293833663,0.6736866674917034,0.708173169109096,0.8234646000140059,0.39039136594565815,0.8220880868356836,0.7820047035292096,0.7229170892209227
6,0.03741608238495039,0.7595795361783558,0.04230088596362012,0.7728019164655109,0.6935691059200095,0.7193983734314093,0.8224985144215387,0.38330117295058863,0.8482803260827001,0.8337394209162369,0.7091724327859823
7,0.03666373714445715,0.7626654355186211,0.03982359748284643,0.7684971838197645,0.690803024743083,0.7223387412166762,0.8128703225036784,0.39214270983707983,0.8464531369415689,0.8082154893144783,0.7520120474865751
8,0.035541403127946444,0.7672788951784496,0.041340822080202975,0.7704794821154268,0.6915818770525326,0.7215615115148752,0.8061036222607124,0.41969409064399,0.8538670269403831,0.8113805047006433,0.7167623130286478
9,0.034846362765338396,0.7688512853453237,0.041079324683215776,0.7603631775290761,0.6780011811694738,0.7218053512771836,0.7783942021993926,0.40300940438871474,0.8638135421152332,0.8317223362567643,0.7320872714258132
10,0.03398736396858217,0.7719525740361582,0.042332299698717664,0.7734931607051423,0.6942824431482811,0.7227211895366148,0.8038624892132805,0.40766152086906804,0.8613139016190332,0.8266906638184066,0.7140773721632857
