epoch,train_loss,train_acc,val_loss,val_acc,val_kappa,val_macro_f1,val_f1_W,val_f1_N1,val_f1_N2,val_f1_N3,val_f1_REM
1,0.05596583799146961,0.6378507748968602,0.05118964872088279,0.6841868052867334,0.5879424842632227,0.641869017759657,0.8505725220869912,0.3498368386149073,0.7667571020847148,0.6734709744530146,0.568707651558657
2,0.04192969112912011,0.7164610962619952,0.04658650192614167,0.7411896993492968,0.6519924161973596,0.6853444807732278,0.8708983241221306,0.3773858227893829,0.8109914647672682,0.7107736719882201,0.6566731201991376
3,0.039393763559056716,0.7263511749717677,0.044745755064986334,0.7221805931906579,0.6356396115645012,0.6660648053427866,0.8958887516914338,0.3908849913171081,0.7519412088118483,0.6109495228970738,0.680659551996469
4,0.03766508025659738,0.7318245401975972,0.04471952887326652,0.7200902320780107,0.6302149511025852,0.6608875986835931,0.8746975228018012,0.3830447546091393,0.7609929184293495,0.6039881362104497,0.6817146613672256
5,0.03648512330732665,0.7366397680133018,0.04129434901185143,0.736464727460414,0.6544227578689279,0.6910693040428768,0.8907394236396904,0.38478961942973156,0.7697890761720549,0.688215837740356,0.7218125632325513
6,0.03514732600703028,0.7411294029520421,0.04160241396421065,0.7270894394366716,0.641032711599891,0.6753200608869616,0.8481193427653757,0.37611176564651044,0.7888679028706785,0.6420594236104978,0.7214418695417452
7,0.034593100487440305,0.7443822105699223,0.04202156197010333,0.7089526995889325,0.6231133448562879,0.6582394002956078,0.884661253819979,0.41080028711615424,0.7212247161446028,0.5493226501255661,0.7251880942717368
8,0.03395791480111879,0.7473044598421265,0.042332822078462874,0.7484824605061845,0.6659123376155272,0.6925388292123549,0.8858291807994737,0.4094218592083823,0.7979788040678594,0.6557059914659179,0.7137583105201408
9,0.03335751683741656,0.7502966512879007,0.040360795889051414,0.7657675717524747,0.6855382763690545,0.6940546277489215,0.8979488100747309,0.3588616447349642,0.8068900009089035,0.6869408346706103,0.7196318483553984
10,0.03303697740962239,0.7517237269956928,0.04158976080251667,0.7371946948330845,0.6548953694061667,0.6872327048662786,0.8859725709543428,0.4020673592851106,0.7737219736938888,0.6443228895453058,0.7300787308527452
11,0.03243527100462791,0.7548552353064687,0.040867539963533095,0.744135836605283,0.6635619870555425,0.6914741418276124,0.9058323242926039,0.41551070096654497,0.7670277714301892,0.6359019911308907,0.7330979213178329
12,0.031887372811111564,0.7579780895146325,0.04016387192100828,0.7462100683883574,0.666092399729157,0.6998483637907886,0.8930388429626555,0.3962299000629426,0.7771562565411726,0.6932862472286021,0.7395305721585704
13,0.031595095610737416,0.7583733408240976,0.04345254269009577,0.7652035060554112,0.6861068175823626,0.712383869235895,0.9002832865909071,0.4044847185278729,0.8029226564218104,0.7148399523900383,0.7393887322488465
14,0.03152689106497182,0.7590775861579757,0.04018652917906747,0.7344937233866062,0.6531844203727145,0.6908307991888434,0.8862246258528822,0.40077983327702354,0.7614708922984232,0.664784383139293,0.7408942613765953
15,0.030882891975190382,0.7628293524461317,0.04152963969716723,0.7506668325683423,0.671239783254955,0.6964105609125207,0.9124615726101842,0.4022805844192563,0.7678048099892378,0.6596764888240941,0.7398293487198309
16,0.030554885419544188,0.7635223900077746,0.04068592867987002,0.7442934431971097,0.6634351496722771,0.6898575279264338,0.8927044339914348,0.39782238174490187,0.7716854354102886,0.6415591687893087,0.7455162196962355
17,0.030412464665987876,0.7645969174370236,0.04075845434940041,0.7489004405611164,0.6686357635870039,0.6916630713734246,0.9035475159989642,0.4149770552616243,0.7689155560730184,0.622838749233599,0.7480364802999171
18,0.03002169452365744,0.7664300266149123,0.04245150240655981,0.7689579531419934,0.690997552289371,0.711925782531751,0.9031959018425184,0.400419433764418,0.804764478336186,0.7049838823783631,0.7462652163372692
19,0.029698527289348072,0.7689811425685377,0.04282856803003297,0.7422708252686685,0.6605378068507934,0.6921486772914407,0.8791980035699457,0.3941588212264134,0.7830114003523049,0.656909362520626,0.7474657987879133
20,0.029389376448275748,0.7695829573764166,0.04408441767300882,0.7568305406551273,0.677473666355946,0.7095068539363572,0.9088679161360788,0.391825664855714,0.7880570827383092,0.7088260038937806,0.7499576020579035
21,0.029239842633135556,0.7715453106113485,0.0426574213635163,0.7362061973492598,0.6542254538797065,0.6932884320337802,0.8728557786447996,0.3836163869740429,0.7784347288031288,0.6837216632955948,0.747813602451335
22,0.028884959107945987,0.7719460948716639,0.03976310949475117,0.7734465151431362,0.695856949009348,0.7087741847123978,0.9050179211469535,0.40372957331705567,0.8073226486580746,0.6774691318002755,0.7503316486396302
23,0.028848627668286525,0.7725463491036619,0.041140340977932274,0.75758723663109,0.6778026972507867,0.7027501834358765,0.89085920606902,0.393647002724518,0.7942539370168711,0.692928708841616,0.7420620625273572
24,0.028381640586698443,0.7740304567663733,0.042584446281632875,0.7485465169864882,0.6688061316977711,0.6993225371187897,0.9013536474476826,0.4190091657457153,0.7714398116987126,0.653443377989948,0.7513666827118896
25,0.028243880945518232,0.7752021655118405,0.04119470879708091,0.751505096868145,0.6713980711787677,0.6969119139478477,0.8898588530684134,0.4155490261125065,0.7859911157735997,0.6403006040174182,0.7528599707673008
26,0.027999061193894243,0.7755259140718546,0.0426617762063986,0.7551775147928994,0.675922956155925,0.7055000417079988,0.895156233758831,0.4101759856104681,0.7868766897632474,0.6828232361320596,0.7524680632753885
27,0.02774839898553836,0.7769588064715663,0.0417650651077725,0.7592849637781341,0.6806176493467482,0.7016359679470616,0.9005505266752042,0.40639367362819945,0.7863771659472669,0.6619782191787575,0.7528802543058796
28,0.027574068297133058,0.7781482490338617,0.043915528594937255,0.7461957824107357,0.6648726186309923,0.6954006926061325,0.8836971966565691,0.3981943401232423,0.7829459760371379,0.6625497022240106,0.7496162479897027
29,0.027469461528084698,0.7780221261285801,0.04213710239819199,0.7498147431289056,0.6695895836000791,0.6977230526098304,0.8890862578093568,0.39537859415758425,0.7806679541884275,0.681231235531993,0.7422512213617907
30,0.02728124787889014,0.7787104819625802,0.04363202616807335,0.7601052553964128,0.6810873105318822,0.7060427795049156,0.8995016287966948,0.408749320209095,0.7929541744023456,0.6766830046913846,0.752325769425058
