epoch,train_loss,train_acc,val_loss,val_acc,val_kappa,val_macro_f1,val_f1_W,val_f1_N1,val_f1_N2,val_f1_N3,val_f1_REM
1,0.054428757273029996,0.6602612563512017,0.0404525952340887,0.7168809680189966,0.6237719210102995,0.6493535247408169,0.8984300917857293,0.40068834559696176,0.6823390361282556,0.5972133485091456,0.6680968016839918
2,0.044471692019589296,0.7074731740478325,0.03949561764931774,0.7285391299954529,0.6386852830926737,0.6586111846117065,0.912364714393112,0.40464064718136344,0.683090255183351,0.6141241719437891,0.6788361343569173
3,0.04222890273515678,0.7152452281744287,0.03821986592004669,0.7276503477660452,0.6390248988301462,0.6696204383852826,0.9138414519965877,0.4205107054732665,0.6969562891486767,0.6233976677565902,0.6933960775512924
4,0.04074370852368829,0.7206420647339088,0.03647383654172316,0.7270196534128227,0.6405834473068128,0.6778390532789562,0.8956345826743102,0.4398226877632471,0.6901376745552973,0.6846513889130041,0.6789489324889221
5,0.03959806196818741,0.7269670411458242,0.03550927832348403,0.7539849946950943,0.6709358681553628,0.6893187182512543,0.9153768174274672,0.4398446686222434,0.728395234727224,0.6262426641919094,0.7367342062874275
6,0.03860879397694441,0.7308198104748677,0.034876751651756306,0.7630841711716263,0.682447147129944,0.7032601314329087,0.9142420647402123,0.45472208567004757,0.7518320558763617,0.644049584310088,0.7514548665678341
7,0.038025600482368166,0.7344429988806648,0.036182045175029584,0.7406734704188349,0.6549413173918692,0.6745641753353198,0.9100184776551493,0.4507125088127532,0.7034919189619849,0.578653535719078,0.7299444355276332
8,0.03745532516135244,0.7356147846012295,0.03340562155933208,0.7673171491604777,0.688898937223717,0.7111412143366553,0.909315581822557,0.45866706683423686,0.7585797022086064,0.6763191166348552,0.752824604183021
9,0.03690071841585121,0.7381290400089078,0.04144741359633992,0.7195784705030398,0.6283131145006902,0.6587948710658328,0.9079978214420378,0.4404219671113869,0.6911025781042917,0.554880003730756,0.6995719849406915
10,0.03631263906265999,0.7403420711803419,0.034358356787515365,0.7628075582276562,0.6823719297661234,0.6978118455298119,0.914230731927718,0.45889289283782175,0.7535982263103407,0.6069065316620935,0.7554308449110854
11,0.03593658915255194,0.7420837801883531,0.033789413981986614,0.7631056434092861,0.6830860477857176,0.7018032783611121,0.9179930922368048,0.45518849216613383,0.7423456524884576,0.6389446083700169,0.754544546544147
12,0.035389394038555046,0.7444094774286937,0.03528274606391462,0.7378896579598848,0.6532964446757978,0.6772040267689781,0.9172112577749402,0.4518328529102935,0.6869496912089574,0.577513935385151,0.752512396565548
13,0.035187620478030465,0.7448308397358134,0.039472616374470436,0.7525547752572458,0.6662593851107265,0.6804590237531511,0.9179333497207457,0.4441650883044758,0.7415117309688611,0.5896933196828331,0.7089916300888399
14,0.03483381348681776,0.7473827481730223,0.03420041747846369,0.7523644722881827,0.6709445085378904,0.6981006853066146,0.9108233721047431,0.462929647978498,0.73812326854652,0.6424848854318023,0.7361422524715101
15,0.034386839422964555,0.7492265745412777,0.03688763214993695,0.7583093349500665,0.6756953540888974,0.6945306668494082,0.918966265352996,0.45564950751109734,0.7461361219933684,0.6197697331567119,0.7321317062328673
16,0.034170291888285555,0.7509646208032256,0.034524426668863455,0.7492017379881777,0.6664742140365869,0.6850722054416116,0.9148047951505435,0.44888310214650967,0.7176800268972086,0.5999610824164435,0.7440320205973529
